© 2000-2025 QIAGEN. All rights reserved.

Ingenuity Canonical Pathways	 -log(p-value)	Ratio	z-score	Molecules	
NUR77 Signaling in T Lymphocytes	-0E00	2.5E-02	-1.134	CALM3,CASP3,CD28,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,MAPK1,PRKCA,PRKCB,SIN3B,TNFSF10	
PKCθ Signaling in T Lymphocytes	-0E00	1.96E-02	-3.000	CD28,FYN,GRAP2,HLA-A,HLA-B,ITPR1,ITPR2,MAP3K5,MAPK1,PIK3CB,VAV3	
Antiproliferative Role of TOB in T Cell Signaling	-0E00	9.39E-03	0.000	CD28,MAPK1,SMAD2,TGFB1	
OX40 Signaling Pathway	-0E00	1.04E-02	NaN	HLA-A,HLA-B,HLA-C,HLA-E,HLA-F	
PI3K Signaling in B Lymphocytes	-0E00	2.03E-02	-3.000	ATF4,CALM3,FYN,IRS1,ITPR1,ITPR2,MAPK1,PIK3CB,PLEKHA4,PRKCB,RAF1,VAV3	
Cell Cycle Control of Chromosomal Replication	-0E00	1.75E-02	NaN	CDK12	
Heparan Sulfate Biosynthesis	-0E00	2.97E-02	NaN	NDST1,PRDX6,XYLT2	
Heparan Sulfate Biosynthesis (Late Stages)	-0E00	2.13E-02	NaN	NDST1,PRDX6	
Pyrimidine Ribonucleotides De Novo Biosynthesis	-0E00	2.22E-02	NaN	CMPK1	
Chondroitin Sulfate Biosynthesis	-0E00	2.82E-02	NaN	NDST1,XYLT2	
tRNA Charging	-0E00	2.63E-02	NaN	FARSA	
Pyrimidine Ribonucleotides Interconversion	-0E00	2.38E-02	NaN	CMPK1	
Chondroitin Sulfate Biosynthesis (Late Stages)	-0E00	1.59E-02	NaN	NDST1	
Superpathway of Melatonin Degradation	-0E00	2.2E-02	NaN	MPO,SMOX	
Oxidative Ethanol Degradation III	-0E00	1.52E-02	NaN	ALDH9A1	
Fatty Acid β-oxidation I	-0E00	2.94E-02	NaN	HADH	
Superpathway of Methionine Degradation	-0E00	2.7E-02	NaN	MTR	
Inhibition of Matrix Metalloproteases	-0E00	2.63E-02	NaN	ADAM10	
Granulocyte Adhesion and Diapedesis	-0E00	2.94E-02	NaN	CCR4,CLDN5,ICAM2,ITGB1,PECAM1,SELP	
Oxidative Phosphorylation	-0E00	1.85E-02	NaN	ATPAF1,UQCRC1	
BER (Base Excision Repair) Pathway	-0E00	2.27E-02	NaN	MAPK1	
PCP (Planar Cell Polarity) Pathway	-0E00	1.67E-02	NaN	ROCK2	
Nucleotide Excision Repair Pathway	-0E00	2.7E-02	NaN	POLR2E	
SAPK/JNK Signaling	-0E00	1.79E-02	-2.646	CRKL,GNA13,GNB5,IRS1,MAP3K5,MAP4K2,MAPK8IP3,MINK1,PIK3CB	
IL-4 Signaling	-0E00	1.22E-02	-2.646	ATF4,COL6A3,IRS1,JAK1,MAPK1,PIK3CB,TGFB1	
B Cell Receptor Signaling	-0E00	1.57E-02	-2.333	ATF4,CALM3,GSK3B,MAP3K5,MAPK1,MEF2C,PIK3CB,PRKCB,RAF1,VAV3	
NF-κB Signaling	-0E00	1.4E-02	-2.828	BRAF,EGF,GSK3B,IGF1R,PIK3CB,PRKCB,RAF1,TAB2	
T Cell Receptor Signaling	-0E00	2.57E-02	-3.051	CALM3,CD28,FYN,GRAP2,GSK3B,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,ITGA2,ITGB1,MAPK1,PIK3CB,RAF1,VAV3	
IL-6 Signaling	-0E00	3.1E-02	-2.000	MAPK1,MAPKAPK2,PIK3CB,RAF1	
Th17 Activation Pathway	-0E00	6.12E-03	NaN	HSP90B1,IRAK2,JAK1	
NER (Nucleotide Excision Repair, Enhanced Pathway)	-0E00	1.1E-02	NaN	POLR2E	
T Cell Exhaustion Signaling Pathway	-0E00	2.65E-02	-1.414	CD28,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,JAK1,MAPK1,MGAT5,PIK3CB,PPM1L,PPP2R2D,PPP2R5A,SMAD2,TGFB1	
IL-23 Signaling Pathway	-0E00	2.17E-02	NaN	PIK3CB	
Systemic Lupus Erythematosus in B Cell Signaling Pathway	-0E00	2.34E-02	-2.000	CALM3,CCND3,FYN,GSK3B,ISG15,ISG20,JAK1,MAPK1,MAVS,PIK3CB,PRKCA,PRKCB,RAF1,SRC,TGFB1,TNFSF10,YES1	
Regulation of the Epithelial Mesenchymal Transition in Development Pathway	-0E00	1.16E-02	NaN	GSK3B	
Coronavirus Replication Pathway	-0E00	3.01E-02	-2.000	GSK3B,TUBA1C,TUBA4A,TUBA8,TUBB1	
MSP-RON Signaling in Macrophages Pathway	-0E00	2.5E-02	NaN	ATF4,MAPK1,PIK3CB	
Complement System	-0E00	2.56E-02	NaN	CD46	
